item_id,reference_prefers_target,control_prefers_target,reference_margin,control_margin,reference_p_target,control_p_target,margin_delta,p_target_delta,paired_outcome
memotrap_0,False,False,-0.8501794527754001,-0.3916622970810167,0.0749102736122999,0.3041688514594917,0.4585171556943834,0.22925857784719178,both_wrong
memotrap_1,False,False,-0.3568538109140214,-0.3568538109140214,0.3215730945429892,0.3215730945429892,0.0,0.0,both_wrong
memotrap_10,True,True,0.8511836517267303,0.9204259044034968,0.9255918258633652,0.9602129522017484,0.06924225267676654,0.03462112633838321,both_correct
memotrap_12,False,False,-0.7339872871880125,-0.2623824165867935,0.1330063564059937,0.3688087917066032,0.47160487060121903,0.2358024353006095,both_wrong
memotrap_13,True,True,0.9789085559582954,0.9789085559582954,0.9894542779791478,0.9894542779791478,0.0,0.0,both_correct
memotrap_14,True,True,0.8927201867194184,0.8927201867194184,0.9463600933597092,0.9463600933597092,0.0,0.0,both_correct
memotrap_15,True,True,0.9816354367530036,0.9816354367530036,0.9908177183765018,0.9908177183765018,0.0,0.0,both_correct
memotrap_16,True,True,0.2330177927437163,0.2330177927437163,0.6165088963718582,0.6165088963718582,0.0,0.0,both_correct
memotrap_17,False,False,-0.2115717641700378,-0.1634007200196181,0.3942141179149811,0.4182996399901909,0.0481710441504197,0.024085522075209753,both_wrong
memotrap_18,True,True,0.096979430638993,0.5176372716871316,0.5484897153194965,0.7588186358435658,0.4206578410481386,0.21032892052406926,both_correct
memotrap_19,True,True,0.2159048348549739,0.6329749096426431,0.607952417427487,0.8164874548213216,0.4170700747876692,0.2085350373938346,both_correct
memotrap_2,True,True,0.9983903423183852,0.9983903423183852,0.9991951711591924,0.9991951711591924,0.0,0.0,both_correct
memotrap_20,False,True,-0.1252502206440979,0.0349599493993554,0.437374889677951,0.5174799746996778,0.1602101700434533,0.08010508502172675,improvement
memotrap_21,True,True,0.7177160868408607,0.8151916198924507,0.8588580434204304,0.9075958099462254,0.09747553305158996,0.04873776652579498,both_correct
memotrap_23,True,True,0.9723433552396796,0.9723433552396796,0.9861716776198398,0.9861716776198398,0.0,0.0,both_correct
memotrap_24,True,True,0.1695677506993245,0.1695677506993245,0.5847838753496623,0.5847838753496623,0.0,0.0,both_correct
memotrap_25,False,False,-0.9844257779411378,-0.9844257779411378,0.0077871110294311,0.0077871110294311,0.0,0.0,both_wrong
memotrap_26,False,False,-0.6474325411189803,-0.1446802764848475,0.1762837294405098,0.4276598617575762,0.5027522646341328,0.2513761323170664,both_wrong
memotrap_27,True,True,0.959650597454147,0.959650597454147,0.9798252987270736,0.9798252987270736,0.0,0.0,both_correct
memotrap_28,True,True,0.6308247595169832,0.9353997051314474,0.8154123797584917,0.9676998525657236,0.3045749456144642,0.15228747280723187,both_correct
memotrap_29,True,True,0.8740616886503101,0.8882584928987877,0.937030844325155,0.9441292464493938,0.01419680424847758,0.007098402124238734,both_correct
memotrap_3,True,True,0.5454859112889904,0.6549788039376574,0.7727429556444951,0.8274894019688287,0.10949289264866702,0.054746446324333564,both_correct
memotrap_30,False,False,-0.9037122770997243,-0.7390755111494274,0.0481438614501378,0.1304622444252863,0.16463676595029697,0.08231838297514851,both_wrong
memotrap_31,True,True,0.8784118325925147,0.9470526794469104,0.9392059162962572,0.9735263397234551,0.06864084685439575,0.03432042342719799,both_correct
memotrap_32,True,True,0.649207677625385,0.8675184052510749,0.8246038388126925,0.9337592026255376,0.21831072762568993,0.10915536381284507,both_correct
memotrap_33,True,True,0.4606186584781273,0.6807447623654908,0.7303093292390637,0.8403723811827454,0.22012610388736348,0.11006305194368171,both_correct
memotrap_34,True,True,0.949185963421512,0.949185963421512,0.974592981710756,0.974592981710756,0.0,0.0,both_correct
memotrap_37,True,True,0.8642282455489141,0.8642282455489141,0.932114122774457,0.932114122774457,0.0,0.0,both_correct
memotrap_38,True,True,0.8414032293067597,0.9406546891320968,0.92070161465338,0.9703273445660484,0.09925145982533712,0.04962572991266845,both_correct
memotrap_39,True,True,0.1530266717812076,0.1530266717812076,0.5765133358906038,0.5765133358906038,0.0,0.0,both_correct
memotrap_4,False,True,-0.1087471685583043,0.0199260187065519,0.4456264157208479,0.509963009353276,0.1286731872648562,0.06433659363242811,improvement
memotrap_40,False,False,-0.9547939706624607,-0.8192290301749409,0.0226030146687695,0.0903854849125295,0.13556494048751988,0.06778247024376,both_wrong
memotrap_41,True,True,0.7636534815906388,0.902004937608277,0.8818267407953194,0.9510024688041384,0.1383514560176382,0.06917572800881899,both_correct
memotrap_42,True,True,0.000333949911101,0.164576473160545,0.5001669749555505,0.5822882365802725,0.164242523249444,0.082121261624722,both_correct
