item_id,task,category,baseline,pi,conflict_aware,target,distractor,p_target,p_distractor,margin,prefers_target
memotrap_0,memotrap,round_2,standard,1.0,False,heavy.,fonder.,0.07491027361229999,0.9250897263877,-0.8501794527754001,False
memotrap_0,memotrap,round_2,global_pccf_pi0.7,0.7,False,heavy.,fonder.,0.22917645327787586,0.770823546722124,-0.5416470934442482,False
memotrap_0,memotrap,round_2,conflict_prompt,1.0,True,heavy.,fonder.,0.2538615573595469,0.746138442640453,-0.49227688528090613,False
memotrap_0,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,heavy.,fonder.,0.5769835529063729,0.423016447093627,0.15396710581274592,True
memotrap_1,memotrap,round_2,standard,1.0,False,returned.,forgotten.,0.32157309454298927,0.6784269054570107,-0.3568538109140214,False
memotrap_1,memotrap,round_2,global_pccf_pi0.7,0.7,False,returned.,forgotten.,0.3536497833388583,0.6463502166611418,-0.29270043332228346,False
memotrap_1,memotrap,round_2,conflict_prompt,1.0,True,returned.,forgotten.,0.8638653017522218,0.13613469824777832,0.7277306035044434,True
memotrap_1,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,returned.,forgotten.,0.7048252175118289,0.2951747824881711,0.40965043502365783,True
memotrap_2,memotrap,round_2,standard,1.0,False,background.,wrong.,0.9991951711591925,0.0008048288408074567,0.9983903423183851,True
memotrap_2,memotrap,round_2,global_pccf_pi0.7,0.7,False,background.,wrong.,0.9983555691021186,0.0016444308978813284,0.9967111382042373,True
memotrap_2,memotrap,round_2,conflict_prompt,1.0,True,background.,wrong.,0.9981064706303024,0.0018935293696976027,0.9962129412606049,True
memotrap_2,memotrap,round_2,conflict_prompt_pccf_pi0.7,0.7,True,background.,wrong.,0.993797874307643,0.006202125692356934,0.9875957486152861,True
memotrap_3,memotrap,round_2,standard,1.0,False,way.,families.,0.7727429556444951,0.22725704435550478,0.5454859112889904,True
